HudongItem,relation,NewNode
流星花园,instance of,系列漫画
高等教育,subclass of,经济部门
未来主义,founded by,菲利波·托马索·马里内蒂
河南理工大学,topic's main category,Category:河南理工大学
日记,part of,diary literature
CSS3,found in taxon,智人
Walker,given name,弗朗西斯
愚人节,location,爱尔兰共和国
高雨儿,occupation,演员
video,topic's main category,Category:视讯
吕洞宾,family name,吕
布里恩茨湖,inflows,吉斯巴赫瀑布
多瑙河,tributary,Groțca River
基因,subclass of,biological region
淘宝网,instance of,流动应用程式
文明,opposite of,原始文化
中国好声音,original broadcaster,浙江电视台
流星花园,instance of,少女漫画
孙坚,family name,孙
未来主义,sponsor,Antonio Bernocchi
河南理工大学,category for alumni of educational institution,Category:河南理工大学校友
中国光大银行,owned by,中央汇金投资有限责任公司
日记,different from,audio log
CSS3,encodes,SWI/SNF related matrix associated actin dependent regulator of chromatin subfamily b member 1
Walker,family name,沃克
卢卡斯·波多尔斯基,given name,卢卡什
高雨儿,educated at,中央戏剧学院
傅菁,educated at,湘南学院
迪丽热巴,educated at,东北师范大学
吕洞宾,father,吕让
布里恩茨湖,lake outflow,阿勒河
卡尔·马克思,notable work,德意志意识形态
多瑙河,tributary,Gârla Ciulinețul
姜超,instance of,人类
恶心,instance of,症状
艾丽丝,instance of,女性人名
洛迦诺,instance of,市镇
SD卡,subclass of,记忆卡
绿党,subclass of,政党
嵌入式系统,subclass of,电子计算机
基因,subclass of,生物大分子序列
龙华区,located in the administrative territorial entity,海口市
白凯南,occupation,演员
津南区,located in the administrative territorial entity,天津市
文明,described by source,Ottův slovník naučný
流星花园,instance of,动画电视节目系列
高等教育,described by source,亚美尼亚苏维埃百科全书
孙坚,place of birth,富阳区
未来主义,influenced by,立体主义
中国光大银行,headquarters location,北京市
日记,topic's main category,Category:日记
CSS3,encodes,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1
Walker,place of birth,索斯盖特
卢卡斯·波多尔斯基,given name,约瑟夫
傅菁,ethnic group,汉族
迪丽热巴,educated at,上海戏剧学院
吕洞宾,occupation,诗人
布里恩茨湖,drainage basin,莱茵河水系
卡尔·马克思,notable work,共产党宣言
多瑙河,tributary,Ieșelnița River
恶心,subclass of,症状
洛迦诺,instance of,瑞士的城市
SD卡,follows,多媒体记忆卡
Interbrand,founded by,John Murphy
绿党,subclass of,环境组织
嵌入式系统,used by,嵌入式软体
龙华区,contains administrative territorial entity,中山街道 (海口市)
淘宝网,industry,网络购物
津南区,contains administrative territorial entity,咸水沽镇
文明,said to be the same as,world community
中国好声音,language of work or name,标准汉语
流星花园,derivative work,流星花园F
高等教育,topic's main category,Category:高等教育
孙坚,place of death,襄阳市
未来主义,partially coincident with,未来主义建筑
中国光大银行,stock exchange,上海证券交易所
CSS3,genetic association,Coffin-Siris syndrome 3
Walker,place of death,旺斯特德
卢卡斯·波多尔斯基,family name,Podolski
北极圈,country,丹麦王国
傅菁,instrument,声乐
迪丽热巴,ethnic group,维吾尔族
卡尔·马克思,archives at,国际社会史研究所
多瑙河,tributary,Iuți River
姜超,family name,姜
恶心,named after,seasickness
SD卡,developer,新帝公司
Interbrand,parent organization,Omnicom集团
绿党,political ideology,绿色政治
嵌入式系统,partially coincident with,实时计算
基因,part of,基因组
龙华区,contains administrative territorial entity,滨海街道
淘宝网,founded by,马云
津南区,contains administrative territorial entity,葛沽镇
文明,facet of,全人类
流星花园,main subject,高中生
孙坚,father,孙锺
未来主义,partially coincident with,Russian Futurism
中国光大银行,stock exchange,香港联合交易所
CSS3,chromosome,22号染色体
Walker,native language,英国英语
卢卡斯·波多尔斯基,place of birth,格利维采
北极圈,country,冰岛
吕洞宾,time period,唐朝
布里恩茨湖,named after,布里恩茨
卡尔·马克思,influenced by,格奥尔格·威廉·弗里德里希·黑格尔
多瑙河,tributary,Jegălia River
姜超,occupation,演员
恶心,health specialty,胃肠学
艾丽丝,language of work or name,荷兰语
Interbrand,headquarters location,第五大道
绿党,different from,泛绿
嵌入式系统,topic's main template,Template:Embedded systems
基因,part of,基因簇
龙华区,contains administrative territorial entity,金贸街道
津南区,contains administrative territorial entity,小站镇
文明,topic's main category,Category:文明
中国好声音,camera setup,多镜头模式
流星花园,genre,校园漫画
孙坚,sibling,孙羌
未来主义,different from,Futurians
CSS3,strand orientation,forward strand
Walker,languages spoken written or signed,英国英语
愚人节,location,荷兰
卢卡斯·波多尔斯基,father,Waldemar Podolski
北极圈,located in the administrative territorial entity,格陵兰
卡尔·马克思,influenced by,麦克斯·施蒂纳
多瑙河,tributary,Jidoștița River
洛迦诺,capital of,洛迦诺县
SD卡,developer,松下电器
Interbrand,product or material produced,广告
绿党,topic's main category,Category:绿党
嵌入式系统,topic's main category,Category:嵌入式系统
龙华区,contains administrative territorial entity,大同街道 (海口市)
津南区,contains administrative territorial entity,双港镇
文明,on focus list of Wikimedia project,Wikipedia:基础条目
中国好声音,topic's main category,Category:The Voice of China
流星花园,genre,romantic comedy anime and manga
孙坚,sibling,孙静
未来主义,topic's main category,Category:未来主义
CSS3,ortholog,Smarcb1
Walker,occupation,昆虫学家
愚人节,location,罗马尼亚
卢卡斯·波多尔斯基,mother,Krystyna Podolska
北极圈,opposite of,南极圈
布里恩茨湖,located in the administrative territorial entity,伯恩州
卡尔·马克思,influenced by,路德维希·安德列斯·费尔巴哈
多瑙河,tributary,Jieț River
艾丽丝,writing system,拉丁文字
洛迦诺,capital of,洛迦诺区
SD卡,union of,值作为限定符
基因,encodes,非编码RNA
龙华区,contains administrative territorial entity,海垦街道
津南区,contains administrative territorial entity,辛庄镇
中国好声音,has part,中国好声音第一季
流星花园,author,神尾叶子
孙坚,spouse,孙破虏吴夫人
CSS3,ortholog,Smarcb1
Walker,field of work,昆虫学
布里恩茨湖,mountain range,阿尔卑斯山
卡尔·马克思,influenced by,基督教的本质
多瑙河,tributary,Liuborajdia River
艾丽丝,name day,6月23日
洛迦诺,located in the administrative territorial entity,洛迦诺县
SD卡,different from,多媒体记忆卡
基因,subject has role,遗传
龙华区,contains administrative territorial entity,金宇街道
淘宝网,headquarters location,杭州市
津南区,contains administrative territorial entity,双桥河镇
中国好声音,has part,中国好声音 (第二季)
孙坚,child,孙朗
CSS3,ortholog,smarcb1a
Walker,employer,大英博物馆
卢卡斯·波多尔斯基,languages spoken written or signed,波兰语
布里恩茨湖,described by source,The Nuttall Encyclopædia
卡尔·马克思,significant event,纳粹党焚书
多瑙河,tributary,Liubotina River
艾丽丝,family name identical to this given name,埃利斯
洛迦诺,located in the administrative territorial entity,提契诺州
基因,different from,热那亚
龙华区,contains administrative territorial entity,城西镇
津南区,contains administrative territorial entity,八里台镇
中国好声音,has part,中国好声音 (第三季)
孙坚,child,孙策
CSS3,ortholog,snfc-5
Walker,employer,Entomological Magazine
卢卡斯·波多尔斯基,languages spoken written or signed,西里西亚语
布里恩茨湖,topic's main category,Category:Lake Brienz
卡尔·马克思,described by source,Great Soviet Encyclopedia (1969–1978)
多瑙河,tributary,Livadica
艾丽丝,different from,艾莉丝
洛迦诺,twinned administrative body,沃韦
基因,topic's main template,Template:Infobox gene
龙华区,contains administrative territorial entity,龙桥镇 (海口市)
淘宝网,use,购物
津南区,contains administrative territorial entity,北闸口镇
中国好声音,has part,中国好声音 (第四季)
孙坚,child,孙权
CSS3,ortholog,Snr1
Walker,member of,英国皇家昆虫学会
卢卡斯·波多尔斯基,occupation,足球运动员
卡尔·马克思,described by source,德国通用传记
多瑙河,tributary,Luncavița River
艾丽丝,said to be the same as,艾丽西娅
洛迦诺,twinned administrative body,隆波克
基因,topic's main category,Category:基因
龙华区,contains administrative territorial entity,新坡镇 (海口市)
津南区,contains administrative territorial entity,铁路十八局
流星花园,director,Yasuyuki Kusuda
孙坚,child,孙翊
Walker,award received,Fellow of the Royal Entomological Society
卢卡斯·波多尔斯基,occupation,非虚构文学作家
卡尔·马克思,described by source,Jewish Encyclopedia of Brockhaus and Efron
多瑙河,tributary,Mala River
艾丽丝,said to be the same as,阿利克斯
洛迦诺,twinned administrative body,卡罗维发利
基因,model item,乙酰胆碱酯酶
龙华区,contains administrative territorial entity,遵谭镇
津南区,contains administrative territorial entity,长青街道
流星花园,list of characters,流星花园角色列表
孙坚,child,孙匡
Walker,notable work,Monographia Chalciditum
愚人节,location,冰岛
卢卡斯·波多尔斯基,position played on team / speciality,边前卫
卡尔·马克思,described by source,布罗克豪斯-艾佛隆百科词典
多瑙河,tributary,Mostiștea River
艾丽丝,said to be the same as,爱丽丝
洛迦诺,owner of,Stadio del Lido
龙华区,contains administrative territorial entity,龙泉镇 (海口市)
津南区,contains administrative territorial entity,津南开发区东区
流星花园,topic's main category,Category:花样男子
孙坚,child,孙夫人
Walker,notable work,Insecta Britannica Diptera
卢卡斯·波多尔斯基,position played on team / speciality,中场
卡尔·马克思,described by source,Small Brockhaus and Efron Encyclopedic Dictionary
多瑙河,tributary,Mraconia River
艾丽丝,said to be the same as,艾莉西亚
洛迦诺,shares border with,阿斯科纳
龙华区,located in time zone,东八区
津南区,contains administrative territorial entity,津南开发区西区
孙坚,child,孙峻
Walker,described by source,布罗克豪斯-艾佛隆百科词典
卢卡斯·波多尔斯基,position played on team / speciality,翼锋
卡尔·马克思,described by source,丹麦大百科全书
多瑙河,tributary,Nedeia River
艾丽丝,said to be the same as,Alíz
洛迦诺,shares border with,洛索内
津南区,contains administrative territorial entity,海河教育园区
孙坚,child,孙氏(徐琨母)
卡尔·马克思,described by source,BEIC Digital Library
多瑙河,tributary,Nămolești River
艾丽丝,said to be the same as,Aliz
洛迦诺,shares border with,奥尔塞利纳
津南区,contains administrative territorial entity,双林农场
孙坚,occupation,军人
卢卡斯·波多尔斯基,league,德国足球乙级联赛
卡尔·马克思,described by source,大英百科全书第十一版
多瑙河,tributary,Paolina River
艾丽丝,said to be the same as,Ailie
洛迦诺,shares border with,米努肖
津南区,contains administrative territorial entity,津南国家农业园区
孙坚,occupation,政治人物
愚人节,location,加利西亚
卡尔·马克思,described by source,Obalky knih.cz
多瑙河,tributary,Parapanca River
艾丽丝,said to be the same as,Ailis
洛迦诺,shares border with,拉韦尔泰佐
津南区,contains administrative territorial entity,双新街道
愚人节,location,梅诺卡岛
卢卡斯·波多尔斯基,member of sports team,科隆足球俱乐部
卡尔·马克思,topic's main category,Category:卡尔·马克思
多瑙河,tributary,Peștera River
艾丽丝,said to be the same as,Alecia
洛迦诺,shares border with,卡德纳佐
津南区,contains administrative territorial entity,双林街道
愚人节,day in year for periodic occurrence,4月1日
卡尔·马克思,on focus list of Wikimedia project,Wikipedia:基础条目
多瑙河,tributary,Ponicova River
艾丽丝,said to be the same as,Alesia
洛迦诺,shares border with,穆拉尔托
津南区,located in time zone,东八区
愚人节,has part,April Fools' Day Joke
卢卡斯·波多尔斯基,member of sports team,阿森纳足球俱乐部
卡尔·马克思,on focus list of Wikimedia project,Wikipedia:人权专题
多瑙河,tributary,Prva River
艾丽丝,said to be the same as,艾丽西亚
洛迦诺,heritage designation,Swiss Heritage Site
津南区,topic's main category,Category:津南区
愚人节,topic's main Wikimedia portal,Portal:April Fools' Day
卢卡斯·波多尔斯基,member of sports team,德国国家足球队
多瑙河,tributary,Rasova River
